participant_id,C_wpu,c_pret,c_form,line,GroupStatus,gesture_rep,gesture_all,gesture_icon
135,8,1,NA,1189,BI,0,0,0
135,4,1,NA,1192,BI,0,0,0
135,4,1,NA,1193,BI,0,0,0
135,3,1,hold,1195,BI,0,1,0
135,4,1,hold,1198,BI,0,1,0
135,5,1,NA,1201,BI,0,0,0
135,5,1,NA,1207,BI,0,0,0
135,3,1,NA,1209,BI,0,0,0
135,6,1,NA,1213,BI,0,0,0
135,9,1,NA,1238,BI,0,0,0
135,8,1,hold,1247,BI,0,1,0
135,1,1,NA,1250,BI,0,0,0
135,3,1,NA,1252,BI,0,0,0
135,6,1,shake,1254,BI,0,1,0
135,1,1,NA,1256,BI,0,0,0
135,1,1,NA,1257,BI,0,0,0
135,3,1,NA,1259,BI,0,0,0
135,3,1,NA,1297,BI,0,0,0
135,3,1,NA,1300,BI,0,0,0
135,3,1,NA,1303,BI,0,0,0
135,2,1,NA,1315,BI,0,0,0
135,1,1,NA,1327,BI,0,0,0
135,1,1,NA,1328,BI,0,0,0
135,1,1,NA,1329,BI,0,0,0
135,4,1,NA,1330,BI,0,0,0
135,7,1,NA,1331,BI,0,0,0
135,3,1,NA,1334,BI,0,0,0
135,3,1,NA,1335,BI,0,0,0
135,2,1,NA,1338,BI,0,0,0
135,9,1,NA,1348,BI,0,0,0
135,1,1,NA,1351,BI,0,0,0
135,4,1,NA,1352,BI,0,0,0
135,1,1,NA,1361,BI,0,0,0
135,2,1,NA,1363,BI,0,0,0
135,4,1,NA,1365,BI,0,0,0
135,3,1,NA,1372,BI,0,0,0
135,6,1,NA,1375,BI,0,0,0
135,4,1,point,1388,BI,0,1,0
135,1,1,NA,1391,BI,0,0,0
135,2,1,NA,1394,BI,0,0,0
135,1,1,NA,1396,BI,0,0,0
135,1,1,NA,1398,BI,0,0,0
135,12,1,hold,1434,BI,0,1,0
135,1,1,NA,1436,BI,0,0,0
135,1,1,NA,1460,BI,0,0,0
135,9,1,NA,1461,BI,0,0,0
135,10,1,NA,1463,BI,0,0,0
135,1,1,NA,1476,BI,0,0,0
135,3,1,NA,1477,BI,0,0,0
135,1,1,NA,1483,BI,0,0,0
135,1,1,NA,1485,BI,0,0,0
135,1,1,NA,1494,BI,0,0,0
135,7,1,NA,1527,BI,0,0,0
135,3,1,NA,1530,BI,0,0,0
135,3,1,NA,1535,BI,0,0,0
135,7,1,NA,1536,BI,0,0,0
135,3,1,NA,1541,BI,0,0,0
135,2,1,NA,1543,BI,0,0,0
135,2,1,NA,1544,BI,0,0,0
135,2,1,NA,1545,BI,0,0,0
135,2,1,NA,1546,BI,0,0,0
135,2,1,NA,1547,BI,0,0,0
135,3,1,NA,1548,BI,0,0,0
135,4,1,NA,1555,BI,0,0,0
135,4,1,NA,1556,BI,0,0,0
135,4,1,NA,1559,BI,0,0,0
135,3,1,NA,1561,BI,0,0,0
135,4,1,NA,1563,BI,0,0,0
135,4,1,NA,1564,BI,0,0,0
135,6,1,NA,1570,BI,0,0,0
135,3,1,NA,1571,BI,0,0,0
135,3,1,NA,1586,BI,0,0,0
135,11,1,NA,1587,BI,0,0,0
135,2,1,NA,1589,BI,0,0,0
135,1,1,NA,1593,BI,0,0,0
135,1,1,NA,1594,BI,0,0,0
135,3,1,NA,1596,BI,0,0,0
135,9,1,NA,1601,BI,0,0,0
135,1,1,NA,1604,BI,0,0,0
135,10,1,NA,1609,BI,0,0,0
135,1,1,NA,1731,BI,0,0,0
135,5,1,NA,1732,BI,0,0,0
135,6,1,NA,1734,BI,0,0,0
135,5,1,NA,1738,BI,0,0,0
150,1,1,NA,383,BI,0,0,0
150,1,1,NA,385,BI,0,0,0
150,2,1,NA,388,BI,0,0,0
150,4,1,NA,462,BI,0,0,0
150,1,1,NA,464,BI,0,0,0
150,3,1,NA,477,BI,0,0,0
150,3,1,NA,478,BI,0,0,0
150,1,1,NA,479,BI,0,0,0
150,1,1,NA,480,BI,0,0,0
150,5,1,NA,481,BI,0,0,0
150,4,1,NA,517,BI,0,0,0
150,7,1,NA,578,BI,0,0,0
150,6,1,point,631,BI,0,1,0
150,6,1,hold,636,BI,0,1,0
150,3,1,NA,637,BI,0,0,0
150,11,1,NA,639,BI,0,0,0
150,6,1,NA,642,BI,0,0,0
150,5,1,NA,643,BI,0,0,0
150,8,1,NA,644,BI,0,0,0
150,1,1,NA,646,BI,0,0,0
150,2,1,NA,647,BI,0,0,0
150,3,1,NA,648,BI,0,0,0
150,3,1,NA,651,BI,0,0,0
150,3,1,NA,653,BI,0,0,0
150,5,1,NA,658,BI,0,0,0
150,1,1,NA,660,BI,0,0,0
150,3,1,NA,662,BI,0,0,0
150,1,1,NA,663,BI,0,0,0
150,7,1,NA,664,BI,0,0,0
150,3,1,point,667,BI,0,1,0
150,1,1,NA,668,BI,0,0,0
150,6,1,NA,669,BI,0,0,0
150,6,1,NA,721,BI,0,0,0
150,5,1,point,722,BI,0,1,0
150,5,1,NA,723,BI,0,0,0
150,1,1,NA,724,BI,0,0,0
150,8,1,NA,725,BI,0,0,0
150,4,1,NA,729,BI,0,0,0
150,4,1,NA,737,BI,0,0,0
150,7,1,NA,740,BI,0,0,0
150,13,1,NA,783,BI,0,0,0
150,5,1,NA,840,BI,0,0,0
150,4,1,NA,842,BI,0,0,0
150,4,1,NA,852,BI,0,0,0
150,4,1,point,877,BI,0,1,0
150,5,1,NA,1133,BI,0,0,0
150,4,1,NA,1139,BI,0,0,0
150,1,1,NA,1141,BI,0,0,0
150,7,1,number,1147,BI,0,1,0
150,2,1,NA,1148,BI,0,0,0
150,1,1,NA,1149,BI,0,0,0
150,5,1,NA,1150,BI,0,0,0
150,1,1,NA,1151,BI,0,0,0
150,4,1,NA,1152,BI,0,0,0
150,3,1,NA,1153,BI,0,0,0
150,3,1,NA,1224,BI,0,0,0
150,10,1,hold,1284,BI,0,1,0
150,5,1,hold~,1285,BI,0,1,0
35,9,1,hold,119,BI,0,1,0
35,2,1,NA,210,BI,0,0,0
35,4,1,NA,211,BI,0,0,0
35,3,1,NA,212,BI,0,0,0
35,7,1,NA,213,BI,0,0,0
35,4,1,NA,218,BI,0,0,0
35,5,1,NA,219,BI,0,0,0
35,4,1,NA,220,BI,0,0,0
35,10,1,NA,243,BI,0,0,0
35,12,1,NA,244,BI,0,0,0
35,2,1,NA,520,BI,0,0,0
35,8,1,NA,521,BI,0,0,0
35,10,1,NA,942,BI,0,0,0
35,7,1,NA,943,BI,0,0,0
35,8,1,NA,946,BI,0,0,0
35,1,1,NA,948,BI,0,0,0
35,4,1,NA,961,BI,0,0,0
35,11,1,NA,962,BI,0,0,0
35,5,1,NA,966,BI,0,0,0
35,2,1,NA,969,BI,0,0,0
35,7,1,NA,987,BI,0,0,0
35,6,1,NA,989,BI,0,0,0
35,1,1,NA,991,BI,0,0,0
35,5,1,NA,993,BI,0,0,0
35,1,1,NA,995,BI,0,0,0
35,1,1,NA,1002,BI,0,0,0
35,3,1,NA,1006,BI,0,0,0
35,5,1,NA,1010,BI,0,0,0
35,1,1,NA,1016,BI,0,0,0
35,1,1,NA,1019,BI,0,0,0
35,4,1,NA,1047,BI,0,0,0
35,8,1,NA,1059,BI,0,0,0
35,4,1,NA,1087,BI,0,0,0
35,8,1,NA,1102,BI,0,0,0
35,10,1,NA,1115,BI,0,0,0
35,3,1,NA,1116,BI,0,0,0
35,7,1,NA,1117,BI,0,0,0
35,3,1,NA,1119,BI,0,0,0
35,6,1,NA,1122,BI,0,0,0
35,6,1,point,1126,BI,0,1,0
35,4,1,NA,1129,BI,0,0,0
35,9,1,NA,1131,BI,0,0,0
35,11,1,NA,1133,BI,0,0,0
35,8,1,NA,1140,BI,0,0,0
35,3,1,NA,1142,BI,0,0,0
35,10,1,point,1143,BI,0,1,0
35,6,1,point,1149,BI,0,1,0
35,3,1,NA,1153,BI,0,0,0
35,8,1,NA,1155,BI,0,0,0
35,3,1,NA,1157,BI,0,0,0
35,14,1,NA,1162,BI,0,0,0
35,6,1,NA,1165,BI,0,0,0
35,6,1,point,1166,BI,0,1,0
35,9,1,NA,1169,BI,0,0,0
35,1,1,NA,1171,BI,0,0,0
35,2,1,NA,1181,BI,0,0,0
35,3,1,NA,1182,BI,0,0,0
35,12,1,NA,1184,BI,0,0,0
35,7,1,NA,1186,BI,0,0,0
35,8,1,NA,1210,BI,0,0,0
35,5,1,NA,1213,BI,0,0,0
35,3,1,NA,1220,BI,0,0,0
35,15,1,NA,1232,BI,0,0,0
35,9,1,NA,1233,BI,0,0,0
35,6,1,NA,1245,BI,0,0,0
35,8,1,NA,1260,BI,0,0,0
35,3,1,NA,1330,BI,0,0,0
35,7,1,NA,1332,BI,0,0,0
35,2,1,NA,1334,BI,0,0,0
35,5,1,NA,1337,BI,0,0,0
35,9,1,NA,1359,BI,0,0,0
35,2,1,NA,1362,BI,0,0,0
35,1,1,NA,1363,BI,0,0,0
35,1,1,NA,1367,BI,0,0,0
35,5,1,NA,1368,BI,0,0,0
35,7,1,NA,1371,BI,0,0,0
35,1,1,NA,1373,BI,0,0,0
35,13,1,number,1378,BI,0,1,0
35,6,1,NA,1384,BI,0,0,0
35,7,1,NA,1389,BI,0,0,0
35,6,1,NA,1391,BI,0,0,0
35,4,1,NA,1411,BI,0,0,0
35,3,1,NA,1412,BI,0,0,0
35,8,1,NA,1415,BI,0,0,0
35,7,1,NA,1417,BI,0,0,0
35,7,1,NA,1418,BI,0,0,0
46,1,1,NA,587,BI,0,0,0
46,1,1,NA,589,BI,0,0,0
93,5,1,NA,55,BI,0,0,0
93,4,1,NA,60,BI,0,0,0
93,4,1,NA,117,BI,0,0,0
93,2,1,NA,118,BI,0,0,0
93,3,1,NA,119,BI,0,0,0
93,3,1,NA,120,BI,0,0,0
93,2,1,NA,121,BI,0,0,0
93,9,1,NA,122,BI,0,0,0
93,3,1,NA,123,BI,0,0,0
93,7,1,NA,124,BI,0,0,0
93,5,1,NA,553,BI,0,0,0
93,8,1,NA,555,BI,0,0,0
93,5,1,NA,556,BI,0,0,0
93,1,1,NA,955,BI,0,0,0
93,2,1,NA,957,BI,0,0,0
93,8,1,NA,959,BI,0,0,0
93,1,1,NA,961,BI,0,0,0
93,2,1,NA,1042,BI,0,0,0
93,1,1,NA,1046,BI,0,0,0
93,6,1,NA,1056,BI,0,0,0
93,7,1,NA,1057,BI,0,0,0
93,1,1,NA,1059,BI,0,0,0
93,1,1,NA,1061,BI,0,0,0
93,8,1,NA,1070,BI,0,0,0
93,1,1,NA,1074,BI,0,0,0
93,6,1,NA,1169,BI,0,0,0
94,5,1,NA,225,BI,0,0,0
94,3,1,NA,228,BI,0,0,0
94,2,1,NA,231,BI,0,0,0
94,2,1,NA,234,BI,0,0,0
94,1,1,NA,236,BI,0,0,0
94,4,1,NA,242,BI,0,0,0
94,6,1,NA,345,BI,0,0,0
94,0,1,NA,436,BI,0,0,0
94,0,1,NA,438,BI,0,0,0
94,0,1,NA,440,BI,0,0,0
94,0,1,NA,441,BI,0,0,0
94,0,1,NA,442,BI,0,0,0
94,0,1,NA,444,BI,0,0,0
94,0,1,NA,445,BI,0,0,0
94,0,1,NA,447,BI,0,0,0
94,0,1,NA,448,BI,0,0,0
94,6,1,iconic,727,BI,1,1,1
94,5,1,iconic,729,BI,1,1,1
94,5,1,hold,779,BI,0,1,0
94,1,1,NA,781,BI,0,0,0
94,9,1,NA,783,BI,0,0,0
94,2,1,NA,796,BI,0,0,0
94,1,1,NA,820,BI,0,0,0
94,2,1,NA,825,BI,0,0,0
94,1,1,NA,828,BI,0,0,0
94,6,1,NA,839,BI,0,0,0
94,3,1,NA,842,BI,0,0,0
94,2,1,NA,843,BI,0,0,0
94,2,1,NA,845,BI,0,0,0
94,2,1,NA,847,BI,0,0,0
94,1,1,NA,850,BI,0,0,0
94,5,1,NA,852,BI,0,0,0
94,4,1,NA,856,BI,0,0,0
94,1,1,NA,864,BI,0,0,0
94,6,1,NA,867,BI,0,0,0
94,4,1,point  - point x 4,870,BI,0,1,0
94,9,1,NA,881,BI,0,0,0
94,8,1,NA,882,BI,0,0,0
94,2,1,NA,903,BI,0,0,0
94,3,1,NA,905,BI,0,0,0
94,4,1,NA,907,BI,0,0,0
94,1,1,NA,915,BI,0,0,0
94,11,1,NA,917,BI,0,0,0
94,3,1,NA,920,BI,0,0,0
94,4,1,NA,921,BI,0,0,0
94,4,1,NA,924,BI,0,0,0
94,5,1,NA,925,BI,0,0,0
94,1,1,NA,928,BI,0,0,0
94,3,1,NA,929,BI,0,0,0
94,3,1,NA,930,BI,0,0,0
94,4,1,NA,931,BI,0,0,0
94,15,1,NA,1334,BI,0,0,0
94,2,1,NA,1467,BI,0,0,0
94,4,1,NA,1504,BI,0,0,0
94,6,1,NA,1506,BI,0,0,0
94,3,1,hold~,1512,BI,0,1,0
94,3,1,hold~,1513,BI,0,1,0
94,3,1,NA,1514,BI,0,0,0
94,5,1,hold,1515,BI,0,1,0
94,5,1,hold~,1516,BI,0,1,0
94,5,1,hold,1520,BI,0,1,0
94,1,1,NA,1521,BI,0,0,0
94,4,1,NA,1522,BI,0,0,0
94,5,1,hold,1523,BI,0,1,0
94,3,1,NA,1529,BI,0,0,0
94,4,1,NA,1531,BI,0,0,0
94,3,1,NA,1532,BI,0,0,0
94,4,1,NA,1534,BI,0,0,0
94,6,1,NA,1537,BI,0,0,0
94,6,1,NA,1548,BI,0,0,0
94,6,1,NA,1558,BI,0,0,0
94,4,1,hold~,1591,BI,0,1,0
94,1,1,NA,1592,BI,0,0,0
94,5,1,NA,1593,BI,0,0,0
94,9,1,NA,1598,BI,0,0,0
94,7,1,NA,1609,BI,0,0,0
94,7,1,NA,1610,BI,0,0,0
94,7,1,NA,1612,BI,0,0,0
94,6,1,NA,1615,BI,0,0,0
94,6,1,NA,1616,BI,0,0,0
94,6,1,NA,1617,BI,0,0,0
102,1,1,iconic,83,TD,1,1,1
102,1,1,NA,84,TD,0,0,0
102,1,1,NA,85,TD,0,0,0
102,1,1,NA,87,TD,0,0,0
102,9,1,NA,109,TD,0,0,0
102,3,1,NA,169,TD,0,0,0
102,14,1,NA,173,TD,0,0,0
102,9,1,NA,177,TD,0,0,0
102,1,1,NA,179,TD,0,0,0
102,1,1,NA,330,TD,0,0,0
102,1,1,NA,345,TD,0,0,0
102,5,1,NA,366,TD,0,0,0
102,5,1,NA,367,TD,0,0,0
102,3,1,NA,370,TD,0,0,0
102,4,1,NA,372,TD,0,0,0
102,1,1,NA,374,TD,0,0,0
102,5,1,NA,377,TD,0,0,0
102,2,1,NA,382,TD,0,0,0
102,1,1,NA,395,TD,0,0,0
102,1,1,NA,396,TD,0,0,0
102,1,1,NA,397,TD,0,0,0
102,5,1,NA,398,TD,0,0,0
102,4,1,NA,399,TD,0,0,0
102,2,1,NA,401,TD,0,0,0
102,2,1,NA,402,TD,0,0,0
102,2,1,NA,404,TD,0,0,0
102,2,1,NA,405,TD,0,0,0
102,2,1,NA,421,TD,0,0,0
102,2,1,NA,449,TD,0,0,0
102,6,1,NA,450,TD,0,0,0
102,9,1,NA,452,TD,0,0,0
102,1,1,NA,453,TD,0,0,0
102,7,1,NA,454,TD,0,0,0
102,11,1,NA,484,TD,0,0,0
102,8,1,NA,485,TD,0,0,0
102,1,1,NA,487,TD,0,0,0
102,5,1,NA,491,TD,0,0,0
102,3,1,NA,494,TD,0,0,0
102,7,1,NA,499,TD,0,0,0
102,4,1,NA,501,TD,0,0,0
102,22,1,NA,502,TD,0,0,0
102,6,1,NA,504,TD,0,0,0
102,5,1,NA,506,TD,0,0,0
102,2,1,NA,508,TD,0,0,0
102,2,1,NA,509,TD,0,0,0
102,2,1,NA,510,TD,0,0,0
102,3,1,NA,513,TD,0,0,0
102,9,1,NA,516,TD,0,0,0
102,6,1,NA,527,TD,0,0,0
102,3,1,NA,601,TD,0,0,0
102,1,1,NA,603,TD,0,0,0
102,2,1,NA,607,TD,0,0,0
102,8,1,NA,656,TD,0,0,0
102,10,1,NA,658,TD,0,0,0
102,5,1,NA,665,TD,0,0,0
102,1,1,NA,667,TD,0,0,0
102,1,1,NA,669,TD,0,0,0
102,5,1,NA,736,TD,0,0,0
102,1,1,NA,743,TD,0,0,0
102,1,1,NA,745,TD,0,0,0
102,1,1,NA,746,TD,0,0,0
102,4,1,NA,753,TD,0,0,0
102,1,1,NA,762,TD,0,0,0
102,1,1,NA,770,TD,0,0,0
102,3,1,NA,771,TD,0,0,0
102,4,1,NA,773,TD,0,0,0
102,1,1,NA,778,TD,0,0,0
102,4,1,NA,785,TD,0,0,0
102,4,1,NA,786,TD,0,0,0
102,1,1,NA,787,TD,0,0,0
102,4,1,point,788,TD,0,1,0
102,1,1,NA,793,TD,0,0,0
102,1,1,NA,823,TD,0,0,0
102,7,1,NA,831,TD,0,0,0
102,4,1,point,839,TD,0,1,0
102,1,1,NA,841,TD,0,0,0
102,2,1,$,851,TD,0,1,0
102,5,1,$,852,TD,0,1,0
102,12,1,NA,858,TD,0,0,0
102,1,1,NA,864,TD,0,0,0
102,1,1,NA,869,TD,0,0,0
102,2,1,NA,890,TD,0,0,0
102,7,1,NA,896,TD,0,0,0
102,3,1,NA,902,TD,0,0,0
102,12,1,NA,920,TD,0,0,0
102,5,1,NA,925,TD,0,0,0
102,1,1,NA,930,TD,0,0,0
102,3,1,$,931,TD,0,1,0
102,2,1,$,932,TD,0,1,0
102,1,1,NA,934,TD,0,0,0
102,1,1,NA,956,TD,0,0,0
102,1,1,NA,958,TD,0,0,0
102,8,1,NA,967,TD,0,0,0
102,17,1,NA,980,TD,0,0,0
102,1,1,NA,1020,TD,0,0,0
102,7,1,palm,1021,TD,0,1,0
102,3,1,NA,1034,TD,0,0,0
102,1,1,NA,1063,TD,0,0,0
102,7,1,NA,1076,TD,0,0,0
102,5,1,NA,1077,TD,0,0,0
102,5,1,NA,1081,TD,0,0,0
102,12,1,NA,1094,TD,0,0,0
102,7,1,NA,1097,TD,0,0,0
102,7,1,NA,1112,TD,0,0,0
102,4,1,NA,1118,TD,0,0,0
102,6,1,NA,1122,TD,0,0,0
102,4,1,NA,1132,TD,0,0,0
102,14,1,NA,1160,TD,0,0,0
102,6,1,NA,1164,TD,0,0,0
102,6,1,NA,1167,TD,0,0,0
102,6,1,NA,1171,TD,0,0,0
102,8,1,NA,1178,TD,0,0,0
102,10,1,NA,1180,TD,0,0,0
102,4,1,NA,1194,TD,0,0,0
102,1,1,NA,1197,TD,0,0,0
102,8,1,NA,1198,TD,0,0,0
102,21,1,NA,1199,TD,0,0,0
102,1,1,NA,1204,TD,0,0,0
102,12,1,NA,1280,TD,0,0,0
102,6,1,NA,1284,TD,0,0,0
102,5,1,NA,1285,TD,0,0,0
102,5,1,NA,1286,TD,0,0,0
102,6,1,NA,1287,TD,0,0,0
102,1,1,point,1290,TD,0,1,0
102,4,1,NA,1291,TD,0,0,0
102,9,1,NA,1294,TD,0,0,0
102,10,1,NA,1298,TD,0,0,0
102,6,1,NA,1302,TD,0,0,0
102,6,1,NA,1303,TD,0,0,0
102,6,1,NA,1304,TD,0,0,0
102,11,1,NA,1347,TD,0,0,0
102,3,1,NA,1634,TD,0,0,0
102,7,1,NA,1644,TD,0,0,0
103,5,1,NA,4,TD,0,0,0
103,1,1,NA,7,TD,0,0,0
103,4,1,NA,10,TD,0,0,0
103,3,1,NA,13,TD,0,0,0
103,1,1,NA,16,TD,0,0,0
103,2,1,NA,18,TD,0,0,0
103,4,1,NA,19,TD,0,0,0
103,4,1,NA,47,TD,0,0,0
103,5,1,NA,49,TD,0,0,0
103,4,1,NA,52,TD,0,0,0
103,4,1,hold,56,TD,0,1,0
103,1,1,NA,58,TD,0,0,0
103,6,1,NA,59,TD,0,0,0
103,3,1,NA,61,TD,0,0,0
103,1,1,NA,68,TD,0,0,0
103,2,1,NA,71,TD,0,0,0
103,7,1,NA,72,TD,0,0,0
103,3,1,NA,73,TD,0,0,0
103,5,1,NA,75,TD,0,0,0
103,6,1,NA,80,TD,0,0,0
103,5,1,NA,109,TD,0,0,0
103,4,1,NA,113,TD,0,0,0
103,7,1,NA,121,TD,0,0,0
103,6,1,NA,127,TD,0,0,0
103,3,1,NA,134,TD,0,0,0
103,6,1,NA,153,TD,0,0,0
103,10,1,NA,154,TD,0,0,0
103,2,1,NA,174,TD,0,0,0
103,1,1,NA,176,TD,0,0,0
103,1,1,NA,179,TD,0,0,0
103,1,1,NA,181,TD,0,0,0
103,10,1,NA,182,TD,0,0,0
103,4,1,NA,196,TD,0,0,0
103,4,1,NA,197,TD,0,0,0
103,5,1,NA,198,TD,0,0,0
103,2,1,NA,200,TD,0,0,0
103,8,1,NA,204,TD,0,0,0
103,5,1,NA,206,TD,0,0,0
103,2,1,NA,209,TD,0,0,0
103,1,1,NA,216,TD,0,0,0
103,1,1,NA,218,TD,0,0,0
103,4,1,NA,219,TD,0,0,0
103,2,1,shake,220,TD,0,1,0
103,5,1,NA,221,TD,0,0,0
103,4,1,NA,222,TD,0,0,0
103,7,1,NA,233,TD,0,0,0
103,6,1,NA,236,TD,0,0,0
103,1,1,NA,260,TD,0,0,0
103,3,1,NA,271,TD,0,0,0
103,2,1,NA,272,TD,0,0,0
103,3,1,NA,291,TD,0,0,0
103,1,1,NA,294,TD,0,0,0
103,1,1,NA,295,TD,0,0,0
103,1,1,NA,300,TD,0,0,0
103,2,1,NA,302,TD,0,0,0
103,1,1,NA,303,TD,0,0,0
103,4,1,NA,307,TD,0,0,0
103,1,1,NA,319,TD,0,0,0
103,6,1,NA,321,TD,0,0,0
103,11,1,NA,372,TD,0,0,0
103,1,1,NA,374,TD,0,0,0
103,5,1,NA,378,TD,0,0,0
103,4,1,point,380,TD,0,1,0
103,1,1,NA,381,TD,0,0,0
103,7,1,NA,383,TD,0,0,0
103,5,1,NA,385,TD,0,0,0
103,6,1,NA,388,TD,0,0,0
103,3,1,point,390,TD,0,1,0
103,4,1,NA,391,TD,0,0,0
103,1,1,NA,393,TD,0,0,0
103,6,1,hold,394,TD,0,1,0
103,6,1,point,399,TD,0,1,0
103,2,1,NA,402,TD,0,0,0
103,3,1,NA,403,TD,0,0,0
103,6,1,NA,406,TD,0,0,0
103,6,1,NA,409,TD,0,0,0
103,4,1,NA,410,TD,0,0,0
103,18,1,iconic,412,TD,1,1,1
103,5,1,NA,413,TD,0,0,0
103,4,1,NA,415,TD,0,0,0
103,1,1,NA,417,TD,0,0,0
103,2,1,NA,418,TD,0,0,0
103,3,1,NA,422,TD,0,0,0
103,3,1,NA,423,TD,0,0,0
